0 : 932085, 232.8712090405338, 
1 : 413247, 226.24544194303672, 
2 : 669835, 175.4764941523508, 
3 : 970797, 174.67111953611564, 
4 : 340871, 214.2755235672054, 
5 : 187470, 253.88580109962825, 
6 : 402219, 224.3278850254689, 
7 : 906750, 154.87414245121747, 
8 : 376328, 213.66094636128523, 
9 : 178811, 210.1594632653976, 
10 : 316210, 232.67144216684608, 
11 : 4697, 172.16271373325876, 
12 : 390776, 198.07826735914267, 
13 : 522078, 195.50447565209345, 
14 : 454220, 238.01680612931517, 
15 : 970094, 215.34158910902465, 
16 : 796844, 185.62866158004803, 
17 : 394163, 207.40781084616847, 
18 : 247250, 225.07998578283232, 
19 : 222535, 196.4026476399949, 
20 : 587404, 143.6453967240162, 
21 : 4490, 80.84553172563095, 
22 : 31629, 164.19196082634497, 
23 : 364790, 204.81943267180486, 
24 : 4630, 154.22710527011782, 
25 : 719083, 219.64744478368056, 
26 : 426883, 172.81492991058383, 
27 : 291918, 174.80560631741764, 
28 : 725057, 190.74328297478786, 
29 : 5453, 125.37942414925983, 
30 : 534527, 203.11819219360927, 
31 : 5559, 109.1924905842888, 
32 : 5300, 187.5633226406485, 
33 : 995079, 220.75778581966253, 
34 : 149480, 202.96797776989354, 
35 : 5841, 120.97520407091694, 
36 : 5842, 111.45851246091524, 
37 : 5184, 166.8562255356389, 
38 : 5023, 156.35856228553652, 
39 : 720244, 148.20931144837022, 
40 : 8307, 153.56431877229815, 
41 : 672663, 180.78163623554246, 
42 : 353533, 201.23866427702208, 
43 : 6302, 165.33904560024533, 
44 : 754244, 178.76520914316635, 
45 : 339510, 171.56339936011994, 
46 : 5880, 99.62931295557549, 
47 : 676288, 281.3680863211036, 
48 : 5213, 155.76263993653933, 
49 : 5084, 128.78276282173792, 
50 : 5653, 181.1408291909916, 
51 : 6123, 130.81284340614266, 
52 : 353210, 148.6707772226943, 
53 : 351987, 180.28311068982586, 
54 : 112794, 143.547901412734, 
55 : 228527, 124.8198702130394, 
56 : 308262, 172.40359625019428, 
57 : 966916, 162.9509128541476, 
58 : 7237, 65.7419196555744, 
59 : 6834, 114.41590798486021, 
60 : 5278, 170.30854353202602, 
61 : 8402, 140.356688476182, 
62 : 6560, 131.6510539266587, 
63 : 6321, 94.91575211733824, 
64 : 5635, 138.27508813954884, 
65 : 992978, 166.1595618675013, 
66 : 5390, 200.8656267259284, 
67 : 37790, 185.36450577173613, 
68 : 745206, 146.24978632463024, 
69 : 956344, 244.77744994177874, 
70 : 6124, 46.8187996428785, 
71 : 5826, 193.6749854782491, 
72 : 448667, 274.9381748684602, 
73 : 6853, 230.45823916709944, 
74 : 7364, 131.0953851209111, 
75 : 6553, 212.06131188880258, 
76 : 120210, 194.66381276446836, 
77 : 908325, 233.50374729327152, 
78 : 544739, 180.69864415650716, 
79 : 6070, 148.16544806398016, 
80 : 7451, 146.31131193451859, 
81 : 833230, 249.9379923100928, 
82 : 177759, 219.84767453853135, 
83 : 296270, 173.58283325260018, 
84 : 8894, 192.67848867997694, 
85 : 754930, 222.57807618900833, 
86 : 807714, 197.6765034089788, 
87 : 7722, 123.55970216862778, 
88 : 7098, 75.07995737878386, 
89 : 7627, 114.53383779477574, 
90 : 9258, 50.457903246171455, 
91 : 439826, 230.61656488639318, 
92 : 8356, 141.46377628212815, 
93 : 991587, 186.50737250843463, 
94 : 8419, 160.57085663345015, 
95 : 849118, 244.83668025849394, 
96 : 436416, 247.28526037756475, 
97 : 8825, 233.5315824465719, 
98 : 112511, 102.13716267842963, 
99 : 8082, 184.6131089603336, 
