0 : 872728, 268.0690209628856, 455537, 267.28449262910857, 701258, 264.28015438167125, 435345, 261.24126779664806, 695756, 258.8628980754098, 706771, 256.3142602353603, 708177, 255.46036874630866, 561813, 243.98975388323174, 934876, 234.71472045868788, 932085, 232.8712090405338, 
1 : 941776, 240.0958142075784, 987636, 238.29603437741048, 880462, 237.47842007222468, 942339, 237.14763334260792, 400194, 235.78591985103776, 249062, 235.76683396949622, 880592, 234.49307026008253, 706838, 234.1217631917204, 413071, 229.28148638736621, 413247, 226.24544194303672, 
2 : 861530, 190.65151454945223, 551743, 190.59118552545917, 406324, 190.3286631067428, 406273, 189.86310858089308, 861882, 188.95502110290693, 551661, 186.27399174334565, 408855, 184.67268341582087, 408462, 183.3248482884958, 408764, 176.32640188014952, 669835, 175.4764941523508, 
3 : 831905, 191.37397942249098, 207768, 190.33917095542893, 546496, 190.0342074469752, 123985, 190.01842015973082, 546470, 189.0343884059194, 889039, 186.83950331768708, 191115, 186.75117134840144, 48044, 181.04419349981927, 125539, 175.67868396592684, 970797, 174.67111953611564, 
4 : 368246, 238.84304469672128, 371420, 238.5665525592387, 416604, 236.2498677248307, 107281, 233.75842230815985, 112586, 232.335963638865, 716433, 229.25749715112917, 175336, 219.54270655159556, 748193, 219.43336118284293, 748397, 217.63961036539283, 340871, 214.2755235672054, 
5 : 515025, 270.96309711840837, 947299, 270.4958410031474, 669622, 268.38591617296163, 943689, 267.8488379664918, 27746, 266.06014357659814, 896005, 265.7649337290381, 460733, 258.0561954303752, 220473, 256.4585736527442, 67875, 256.4585736527442, 187470, 253.88580109962825, 
6 : 596714, 238.83467084994172, 982409, 238.73206738936435, 703786, 238.59170144831106, 595673, 236.57768280207665, 511412, 236.37681781426875, 59540, 236.19060099843094, 880346, 231.0173153683507, 652078, 230.8592644881292, 982379, 226.5546291736278, 402219, 224.3278850254689, 
7 : 5447, 173.9482681718907, 762237, 173.40126873814967, 762217, 172.8380745090618, 476215, 171.31257980662133, 207868, 166.00301202086666, 107468, 164.44147895224003, 569178, 164.3502357771354, 807599, 163.5236985883086, 618842, 161.33815419794539, 906750, 154.87414245121747, 
8 : 181435, 236.94303112773753, 803977, 236.65375551636615, 695175, 236.17366491630688, 176970, 235.6522862184876, 724549, 233.76056125873757, 323464, 231.48434072308217, 376277, 230.56452459127357, 323160, 225.5681715136247, 325865, 224.8132558369279, 376328, 213.66094636128523, 
9 : 866737, 231.64412360342752, 803100, 230.91123835794568, 358802, 230.73144562456153, 716433, 227.31475974955958, 807785, 226.71347555890893, 821938, 221.7227999101581, 181605, 219.29888280609183, 181997, 218.54061407436376, 177646, 217.0161284328886, 178811, 210.1594632653976, 
10 : 180642, 264.12875648062254, 807092, 262.4804754643667, 988918, 261.71931529789697, 432201, 261.658173959844, 806980, 261.07470195329154, 753170, 260.7009781339533, 297239, 259.0405373681888, 992617, 243.03909150587276, 320547, 240.50363822611914, 316210, 232.67144216684608, 
11 : 923610, 199.97499843730466, 910776, 199.24106002528697, 609704, 197.92170169034017, 609725, 196.1045639448506, 824098, 195.76771950451894, 689860, 195.24855953373896, 672308, 192.79782156445648, 824256, 190.93454375780198, 762035, 177.00282483621552, 4697, 172.16271373325876, 
12 : 224306, 223.10983842045155, 564042, 220.7691101581016, 564079, 218.69156362329116, 13183, 218.60237876107388, 191546, 210.83168642308016, 564008, 209.76653689280377, 931688, 207.7955726188602, 923810, 206.64462248023779, 563997, 201.2411488736834, 390776, 198.07826735914267, 
13 : 990875, 227.9495558232128, 861121, 227.22235805483578, 522080, 227.00660783334038, 868867, 226.8986557915229, 988161, 226.71347555890893, 565610, 225.92255310172112, 795468, 224.9355463238303, 596084, 224.2320226907834, 134090, 221.2080468699093, 522078, 195.50447565209345, 
14 : 409300, 251.78562310028744, 409216, 248.74484919290288, 433429, 248.5658866377283, 562875, 245.93495074917675, 562464, 245.79666393179545, 482225, 245.03673194033584, 563664, 244.5199378373878, 368880, 244.03893132039403, 601274, 240.03749707077017, 454220, 238.01680612931517, 
15 : 234721, 222.97309254706047, 502068, 222.52640292783235, 806446, 221.7859328271295, 43943, 221.5897109524718, 106809, 221.23064887126287, 332655, 218.27963716297495, 918194, 217.7613372479146, 969865, 217.74526401279087, 409722, 216.3631207022121, 970094, 215.34158910902465, 
16 : 352400, 217.88988044422806, 563318, 217.5913601225931, 685252, 215.86106642931236, 511690, 213.75687123458746, 217222, 213.44320087554908, 426178, 213.38697242334172, 23370, 213.3565091577944, 798456, 198.29019138626097, 796217, 191.8410800636819, 796844, 185.62866158004803, 
17 : 481816, 230.52114870440846, 862676, 230.36492788616934, 862392, 228.94540834006696, 865734, 227.20255280255986, 579505, 227.1585349486125, 803788, 227.0528572821756, 724211, 226.91187716820818, 117181, 223.4099371111321, 882972, 222.68812271874762, 394163, 207.40781084616847, 
