0 : 932085, 232.8712090405338, 8, 601.4582279759751, 9, 607.0107083075223, 0, 615.5883364717041, 7, 630.7804689430388, 1, 632.0363913573332, 2, 640.992199640526, 3, 645.5176217579192, 5, 655.1267053021118, 4, 661.5882405242705, 
1 : 413247, 226.24544194303672, 7, 588.8701045222112, 8, 589.6473522369112, 6, 601.6934435408117, 1, 606.6778387249694, 0, 610.5350112810894, 5, 622.500602409347, 2, 624.3420536853176, 3, 626.5325211032545, 4, 626.9266304760072, 
2 : 669835, 175.4764941523508, 8, 338.93952262903775, 2, 354.9971830874155, 0, 368.9756089499684, 6, 371.6301925301549, 7, 384.5230812318033, 1, 393.1335650895253, 9, 407.9191096283674, 3, 413.2202802380348, 5, 475.87288218598883, 
3 : 970797, 174.67111953611564, 6, 639.219054784821, 7, 639.237045234395, 8, 643.880423681292, 1, 652.196289471199, 0, 655.4425985545951, 3, 668.4571788828362, 5, 669.9873133127223, 2, 674.2825817118518, 4, 679.5756028581368, 
4 : 340871, 214.2755235672054, 8, 375.99601061713406, 2, 381.62547084805544, 6, 385.6163896931768, 9, 388.1790823833762, 4, 418.82932084561605, 7, 436.40921163513497, 1, 441.6480499221071, 3, 459.5519557133883, 5, 514.4161739292418, 
5 : 187470, 253.88580109962825, 6, 570.2262708784996, 7, 573.6767382420172, 9, 577.6720522926481, 5, 585.3016316396188, 8, 592.320014856834, 0, 594.2036687870582, 3, 594.3298747328793, 2, 614.6462397184254, 4, 628.200604902606, 
6 : 402219, 224.3278850254689, 0, 586.0588707629977, 8, 597.3591884285366, 9, 606.0726029115654, 7, 620.0483852087674, 2, 620.7213545545216, 1, 632.014240345896, 4, 634.7936672651989, 5, 641.6470992687491, 3, 650.1868962075444, 
7 : 906750, 154.87414245121747, 4, 615.2568569305018, 9, 623.0393246015857, 6, 626.2531437046844, 2, 634.8393497570862, 0, 635.5540889648968, 1, 644.3399723748325, 3, 650.7280537982053, 7, 653.7675427856602, 5, 664.5366807031799, 
8 : 376328, 213.66094636128523, 2, 309.2021992159823, 6, 340.4555771315841, 9, 345.21152935555324, 8, 359.77909889264, 7, 364.81639217557097, 4, 372.19887157271177, 1, 387.93685053111415, 3, 394.7961499305686, 5, 428.9731926356238, 
9 : 178811, 210.1594632653976, 6, 348.44655257298786, 9, 358.10612952028623, 2, 364.40499447729854, 8, 370.1324087404398, 7, 395.9722212479052, 1, 397.67323269237016, 4, 399.54599234631297, 3, 416.5009003591709, 5, 468.35136382848293, 
10 : 316210, 232.67144216684608, 9, 593.5334868396222, 0, 599.1936247991963, 5, 608.3740625634857, 1, 610.3949541075843, 2, 612.0269601904805, 8, 612.2777147667551, 7, 615.4071822785302, 3, 628.6883170538482, 4, 631.2123256084279, 
